My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Heat Pump Backup,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
8.24,1.51,3.09,0.74,0,0.08,0,0,0.15,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,3.09,1.23763,0.78249,0.45514,0.38404,0,0.0414,0,0,0.07854,0.00423,0.00898,0.02737,0.00852,0.00511,0.05497,0.03006,0.03749,0.1018,0.45514,0.22,0.18,2.42,0.85,8.41,0,2.31,0.3,-1.27,5.09,0.08,-2.44,2.48,0.99,0.66,1.36,3,-1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.75,73,73,76,27.28,56.29,0,51.08,44.73,61,6.93,83.05,62.45
5.8,1.25,1.53,0.51,0,0.05,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,1.53,0.87419,0.64934,0.22485,0.26642,0,0.0275,0,0,0.07471,0.00406,0.00898,0.0267,0.00734,0.00499,0.06305,0.0263,0.03749,0.1018,0.22485,0.22,0.15,1.96,0.69,5.88,0,1.9,0.31,-1.34,4.15,0.05,-3.3,2.63,1.27,0.42,1.13,2.38,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.71,73,73,76,21.26,57.29,0,55.04,44.9,44,4.7,97.95,71.64
6.7,1.08,3.02,0.35,0,0.04,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,3.02,1.0047,0.55988,0.44482,0.18102,0,0.01819,0,0,0.07088,0.00406,0.00898,0.0267,0.00629,0.00446,0.06548,0.03131,0.03836,0.10416,0.44482,0.2,0.13,1.54,0.54,4,0,1.51,0.27,-1.49,2.65,0.03,-2.23,2.5,1.08,0.38,1,1.7,-1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.41,73,73,76,21.55,57.59,0,57.02,46.48,44,8.05,104.61,25.36
4.63,0.92,1.49,0.2,0,0.02,0,0,0.13,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.49,0.69658,0.47674,0.21985,0.1054,0,0.01033,0,0,0.06897,0.00439,0.00898,0.02804,0.00537,0.00398,0.05982,0.03569,0.03923,0.10653,0.21985,0.17,0.11,1.11,0.39,2.33,0,1.13,0.25,-1.44,1.6,0.02,-2.38,2.69,1.2,0.32,0.87,1.19,-2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95,73,73,76,20.93,56.89,0,59,47.62,42,9.17,102.71,46.92
4.05,0.75,1.49,0.07,0,0.01,0,0,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.49,0.60792,0.38894,0.21898,0.03799,0,0.00366,0,0,0.06705,0.0049,0.00898,0.02804,0.00603,0.00357,0.05416,0.0288,0.03923,0.10653,0.21898,0.16,0.12,0.95,0.33,0.84,0,0.98,0.24,-1.25,1.19,0.01,-4.01,3.07,1.67,0.34,0.79,0.71,-1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3,73,73,76,23.97,56.19,0,60.08,48.91,44,11.63,145.19,97.32
3.89,0.71,1.48,0.04,0,0,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,1.48,0.58416,0.36592,0.21824,0.01903,0,0.00183,0,0,0.07088,0.00524,0.00898,0.02804,0.00472,0.00291,0.04608,0.03569,0.03836,0.10416,0.21824,0.13,0.1,0.85,0.3,0.42,0,0.86,0.15,-1.27,0.36,0.01,-1.85,2.59,0.96,0.44,0.77,0.26,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.35,73,73,76,31.67,55.19,0,60.08,48.91,44,14.99,96.05,9.51
4.2,0.8,1.48,0.1,0,0.01,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,1.48,0.63079,0.41268,0.21811,0.0527,0,0.00524,0,0,0.07854,0.00592,0.00898,0.02737,0.00498,0.00309,0.04931,0.02755,0.04011,0.1089,0.21811,0.14,0.1,0.82,0.29,1.14,0,0.85,0.07,-1.13,-0.18,0.02,0.06,2.25,0.21,0.77,1.04,0.14,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.29,73,73,76,41.07,55.59,0,55.94,46.22,47,17.22,52.62,2.22
4.7,0.94,1.49,0.14,0,0.01,0,0,0.18,0.01,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,1.49,0.70772,0.48878,0.21894,0.07416,0,0.00755,0,0,0.09579,0.00744,0.00898,0.02937,0.00498,0.00297,0.04446,0.05761,0.04185,0.11363,0.21894,0.13,0.1,0.98,0.35,1.59,0,0.98,0.03,-0.77,0.1,0.03,0.03,2.24,0.06,0.69,1.2,0.39,-2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.48,73,73,76,31.31,54.99,0,53.06,44.99,53,11.63,59.6,2.54
5.15,1.07,1.5,0.11,0,0.01,0,0,0.24,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,1.5,0.77618,0.55554,0.22064,0.05919,0,0.00599,0,0,0.12452,0.00947,0.00898,0.03204,0.00642,0.00291,0.04365,0.09392,0.04534,0.1231,0.22064,0.13,0.13,1.28,0.45,1.27,0,1.25,0.05,-0.55,0.89,0.05,-1.9,2.75,0.56,0.73,1.15,0.53,-2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1,73,73,76,34.77,54.89,0,53.96,45.37,51,13.87,50.09,79.57
6.97,1.17,2.97,0.16,0,0.02,0,0,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,2.97,1.04572,0.60845,0.43726,0.08161,0,0.00844,0,0,0.16475,0.01082,0.00898,0.03338,0.0114,0.00291,0.04123,0.07326,0.04621,0.12547,0.43726,0.13,0.23,1.38,0.49,1.73,0,1.4,0,-0.52,0.91,0.05,-0.05,2.22,-0.11,0.91,1.32,0.43,-3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.33,73,73,76,37.6,54.59,0,51.08,43.15,52,13.87,23.77,53.89
5.8,1.25,1.55,0.23,0,0.02,0,0,0.39,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.55,0.87421,0.64637,0.22783,0.12174,0,0.01276,0,0,0.20115,0.01149,0.00898,0.03204,0.01455,0.00291,0.04123,0.03757,0.04359,0.11837,0.22783,0.13,0.3,1.37,0.48,2.58,0,1.44,-0.05,-0.46,0.87,0.06,2.17,1.68,-0.95,0.73,1.39,0.6,-3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.06,73,73,76,28.9,54.59,0,50,43.45,59,6.93,5.07,3.17
6.44,1.45,1.5,0.45,0,0.05,0,0,0.41,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.21,1.5,0.97202,0.75039,0.22163,0.23317,0,0.02341,0,0,0.21073,0.01183,0.00898,0.03138,0.01179,0.00291,0.04203,0.02192,0.04098,0.11127,0.22163,0.13,0.24,1.38,0.48,4.44,0,1.4,-0.05,-0.39,1.34,0.08,2.96,1.51,-1.23,1.02,1.71,0.9,-3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.93,73,73,76,32.71,54.69,0,44.96,40.42,68,3.36,0,0
8.21,1.53,3,0.65,0,0.07,0,0,0.29,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,3,1.23359,0.79109,0.4425,0.33632,0,0.03611,0,0,0.15134,0.01099,0.00898,0.03071,0.00878,0.00279,0.04365,0.01565,0.03923,0.10653,0.4425,0.12,0.18,1.34,0.47,6.67,0,1.33,-0.04,-0.31,2.09,0.1,3.2,1.36,-1.36,1.25,1.85,1.54,-2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.54,73,73,76,37.28,54.89,0,42.98,39.47,74,8.05,0,0
6.64,1.51,1.48,0.83,0,0.09,0,0,0.15,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.48,1.0021,0.7835,0.2186,0.42838,0,0.04785,0,0,0.07663,0.00947,0.00898,0.02937,0.00577,0.0019,0.03557,0.01002,0.03487,0.09469,0.2186,0.08,0.12,0.95,0.33,8.71,0,0.93,-0.03,-0.41,2.91,0.11,3.23,1.26,-1.41,1.28,1.87,2.23,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.35,73,73,76,37,53.88,0,42.08,38.91,76,5.82,0,0
6.37,1.87,0,1.27,0,0.16,0,0,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,0,0.96859,0.96859,0,0.65668,0,0.08517,0,0,0.03448,0.00794,0.00898,0.02737,0.00406,0.00101,0.0194,0.00689,0.03139,0.08522,0,0.04,0.08,0.69,0.24,10.91,0,0.66,0,-0.61,3.63,0.11,3.55,1.18,-1.37,1.6,2,2.77,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.14,73,73,76,41.57,51.88,0,39.02,36.82,82,6.93,0,0
7.89,1.89,1.46,1.34,0,0.17,0,0,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,1.46,1.19268,0.97759,0.21509,0.69421,0,0.08961,0,0,0.02299,0.00676,0.00898,0.0267,0.00197,0.00054,0.00808,0.00438,0.03051,0.08286,0.21509,0.02,0.04,0.36,0.13,11.88,0,0.35,0.04,-0.8,4.29,0.12,3.45,1.23,-1.17,1.53,1.89,3.03,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.64,73,73,76,41.09,50.48,0,39.92,36.91,76,6.93,0,0
6.89,2.02,0,1.48,0,0.2,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,0,1.04667,1.04667,0,0.76707,0,0.10172,0,0,0.01916,0.00625,0.00898,0.02604,0.00092,0.00042,0.00485,0.00438,0.02877,0.07812,0,0.02,0.02,0.16,0.06,13.1,0,0.16,0.07,-0.96,4.75,0.13,3.68,1.19,-1.05,1.76,1.99,3.24,-1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.1,73,73,76,44.18,50.08,0,37.94,35.43,79,8.05,0,0
8.49,2.49,0,1.46,0.5,0.2,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0,0.05,0.15,0,1.29001,1.29001,0,0.75905,0.25864,0.10227,0,0,0.01916,0.00625,0.00898,0.02537,0.00066,0.00024,0.00323,0.0025,0.0279,0.07576,0,0.01,0.01,0.1,0.03,14.37,0,0.1,0.1,-1.11,5.1,0.13,3.96,1.18,-0.95,2.01,2.16,3.42,-1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.49,73,73,76,46.46,49.88,0,35.06,33.06,82,6.93,0,0
10.96,2.79,1.45,1.46,0.81,0.2,0,0,0.04,0.01,0.02,0.05,0,0,0,0,0.05,0.14,1.45,1.65838,1.44446,0.21393,0.75866,0.41961,0.10227,0,0,0.01916,0.00592,0.00898,0.0247,0.00039,0.00024,0.00162,0.0025,0.02703,0.07339,0.21393,0.01,0.01,0.16,0.06,15.36,0,0.15,0.13,-1.22,5.44,0.14,4.03,1.2,-0.84,2.1,2.22,3.79,-1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.16,73,73,76,47.05,49.68,0,33.98,32.04,82,5.82,0,0
10.43,3.06,0,1.46,1.07,0.2,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.15,0,1.58487,1.58487,0,0.75808,0.55244,0.10227,0,0,0.02107,0.00592,0.00898,0.02403,0.00039,0.00042,0.00323,0.00438,0.0279,0.07576,0,0.02,0.01,0.46,0.16,16.15,0,0.4,0.16,-1.39,5.77,0.14,4.15,1.2,-0.75,2.22,2.29,3.97,-1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.58,73,73,76,48.53,49.88,0,33.08,31.09,82,6.93,0,0
15.01,3.51,3.02,1.45,1.49,0.2,0,0,0.07,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,3.02,2.26667,1.82231,0.44436,0.75267,0.77268,0.10227,0,0,0.03448,0.00659,0.00898,0.02403,0.00131,0.00065,0.00485,0.00689,0.02877,0.07812,0.44436,0.03,0.03,1.7,0.6,17.26,0,1.48,0.18,-1.52,6.05,0.15,4.43,1.18,-0.7,2.54,2.43,4.16,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,73,73,76,52.41,50.08,0,30.92,29.4,85,9.17,0,0
16.16,3.34,4.78,1.46,1.19,0.2,0,0,0.11,0.01,0.02,0.05,0.01,0,0.02,0.03,0.06,0.17,4.78,2.43401,1.72936,0.70465,0.7565,0.61897,0.10227,0,0,0.05747,0.00744,0.00898,0.02537,0.00262,0.00131,0.01293,0.01565,0.03226,0.08759,0.70465,0.06,0.05,3.86,1.36,16.4,0,3.34,0.24,-1.52,6.6,0.15,1.95,1.76,0.01,2.2,2.34,4.46,-1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.72,73,73,76,48.08,51.08,0,33.08,31.42,85,6.93,6.97,58.33
11.55,2.3,3.72,1.5,0,0.19,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.07,0.19,3.72,1.7383,1.19036,0.54794,0.77894,0,0.10083,0,0,0.0728,0.00693,0.00898,0.0267,0.00406,0.00291,0.02587,0.0263,0.03662,0.09943,0.54794,0.13,0.08,3.83,1.35,13.47,0,3.38,0.32,-1.54,6.87,0.14,-1.61,2.55,0.97,1.72,2.1,3.95,-2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.55,73,73,76,43.27,52.68,0,37.94,34.7,73,8.05,16.48,170.86
10.32,1.79,4.19,1.02,0,0.12,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,4.19,1.5482,0.93051,0.61769,0.53088,0,0.06067,0,0,0.07854,0.00524,0.00898,0.02737,0.0076,0.00434,0.0388,0.0288,0.03749,0.1018,0.61769,0.19,0.16,3.1,1.09,10.62,0,2.85,0.35,-1.49,6.17,0.12,-3.49,2.88,1.39,1.43,1.97,2.99,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.72,73,73,76,39.55,54.28,0,41,35.5,58,8.05,26.94,223.48
8.46,1.57,3.09,0.8,0,0.09,0,0,0.15,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,3.09,1.27059,0.81537,0.45522,0.41362,0,0.04469,0,0,0.07854,0.00423,0.00898,0.02737,0.00852,0.00511,0.05497,0.03006,0.03749,0.1018,0.45522,0.22,0.18,2.42,0.85,8.31,0,2.3,0.37,-1.29,4.89,0.11,-4.59,3.14,1.64,1.16,1.83,2.94,-1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.23,73,73,76,35.73,56.29,0,44.06,37.56,54,8.05,30.75,257.72
7.68,1.36,3.05,0.61,0,0.06,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,3.05,1.15343,0.70364,0.44979,0.31563,0,0.03259,0,0,0.07471,0.00406,0.00898,0.0267,0.00734,0.00499,0.06305,0.0263,0.03749,0.1018,0.44979,0.22,0.15,1.96,0.69,6.21,0,1.9,0.37,-1.4,3.44,0.09,-4.51,3.23,1.7,1.14,1.73,2.27,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.01,73,73,76,37.69,57.29,0,46.04,39.25,54,11.63,33.6,278.01
5.47,1.16,1.51,0.42,0,0.04,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.51,0.82354,0.60124,0.2223,0.21945,0,0.02111,0,0,0.07088,0.00406,0.00898,0.0267,0.00629,0.00446,0.06548,0.03131,0.03836,0.10416,0.2223,0.2,0.13,1.54,0.54,4.17,0,1.51,0.33,-1.46,2.23,0.08,-3.93,3.14,1.58,0.81,1.54,1.73,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.84,73,73,76,30.24,57.59,0,48.92,40.68,48,8.05,36.45,287.2
4.83,0.98,1.49,0.26,0,0.03,0,0,0.13,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.49,0.72709,0.50717,0.21991,0.13246,0,0.01371,0,0,0.06897,0.00439,0.00898,0.02804,0.00537,0.00398,0.05982,0.03569,0.03923,0.10653,0.21991,0.17,0.11,1.11,0.39,2.79,0,1.12,0.27,-1.57,1.18,0.06,-2.74,2.91,1.27,0.79,1.38,1.19,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.55,73,73,76,32.78,56.89,0,51.08,42.27,47,11.63,36.45,293.86
4.4,0.85,1.49,0.17,0,0.02,0,0,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.49,0.66234,0.44331,0.21904,0.08711,0,0.00891,0,0,0.06705,0.0049,0.00898,0.02804,0.00603,0.00357,0.05416,0.0288,0.03923,0.10653,0.21904,0.16,0.12,0.95,0.33,1.84,0,0.98,0.21,-1.59,0.73,0.06,-2.63,2.98,1.23,0.66,1.31,0.82,-1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.24,73,73,76,28.55,56.19,0,51.98,42.64,45,9.17,40.26,288.47
3.93,0.72,1.48,0.05,0,0,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,1.48,0.58984,0.37155,0.21829,0.02408,0,0.00241,0,0,0.07088,0.00524,0.00898,0.02804,0.00472,0.00291,0.04608,0.03569,0.03836,0.10416,0.21829,0.13,0.1,0.85,0.3,0.51,0,0.86,0.18,-1.52,0.69,0.05,-4.13,3.4,1.51,0.56,1.16,0.55,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,73,73,76,26.69,55.19,0,53.96,43.65,42,9.17,36.45,287.2
3.82,0.68,1.48,0,0,0,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,1.48,0.57289,0.35474,0.21815,0,0,0,0,0,0.07854,0.00592,0.00898,0.02737,0.00498,0.00309,0.04931,0.02755,0.04011,0.1089,0.21815,0.14,0.1,0.82,0.29,0,0,0.84,0.14,-1.41,0.53,0.05,-5.2,3.48,1.75,0.52,1.17,0.15,-2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.21,73.44,73,76,24.27,55.59,0,53.96,43.26,40,6.93,33.6,279.91
4.17,0.79,1.49,0,0,0,0,0,0.18,0.01,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,1.49,0.62605,0.40707,0.21898,0,0,0,0,0,0.09579,0.00744,0.00898,0.02937,0.00498,0.00297,0.04446,0.05761,0.04185,0.11363,0.21898,0.13,0.1,0.98,0.35,0,0,0.98,0.1,-1.21,0.13,0.05,-4.93,3.64,1.87,0.53,1.18,0,-2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.42,74.07,73,76,24.09,54.99,0,53.96,43.84,43,5.82,29.8,240.6
6.22,0.95,3,0,0,0,0,0,0.24,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,3,0.9317,0.49035,0.44135,0,0,0,0,0,0.12452,0.00947,0.00898,0.03204,0.00642,0.00291,0.04365,0.09392,0.04534,0.1231,0.44135,0.13,0.13,1.28,0.45,0,0,1.24,0.05,-0.95,-0.48,0.05,-3.58,3.74,1.75,0.68,1.27,0,-2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.24,74.4,73,76,28.87,54.89,0,53.06,43.51,45,9.17,37.09,168.64
4.91,1,1.5,0,0,0,0,0,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,1.5,0.73985,0.5184,0.22145,0,0,0,0,0,0.16475,0.01082,0.00898,0.03338,0.0114,0.00291,0.04123,0.07326,0.04621,0.12547,0.22145,0.13,0.23,1.37,0.48,0,0,1.39,-0.02,-0.71,-0.85,0.06,-1.86,3.39,1.24,0.75,1.35,0,-3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.74,74.44,73,76,30.45,54.59,0,51.98,43,47,9.17,25.36,122.04
5.04,1.04,1.51,0.05,0,0,0,0,0.39,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.51,0.7596,0.5378,0.2218,0.02592,0,0,0,0,0.20115,0.01149,0.00898,0.03204,0.01455,0.00291,0.04123,0.03757,0.04359,0.11837,0.2218,0.13,0.3,1.38,0.48,0,0,1.43,-0.1,-0.52,-0.95,0.06,0.86,2.61,0.13,1.03,1.67,0,-3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.66,73.62,73,76,34.7,54.59,0,46.94,40,54,8.05,8.24,54.21
6.78,1.11,3.01,0.14,0,0.01,0,0,0.41,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.21,3.01,1.0168,0.57349,0.44331,0.07436,0,0.00532,0,0,0.21073,0.01183,0.00898,0.03138,0.01179,0.00291,0.04203,0.02192,0.04098,0.11127,0.44331,0.13,0.24,1.37,0.48,1.01,0,1.4,-0.19,-0.35,-0.74,0.07,3.13,1.75,-1.34,1.15,1.82,0,-3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1,73.01,73,76,35.3,54.69,0,44.06,38.45,60,5.82,0,0
5.47,1.16,1.5,0.32,0,0.03,0,0,0.29,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.5,0.82393,0.60283,0.2211,0.16822,0,0.01595,0,0,0.15134,0.01099,0.00898,0.03071,0.00878,0.00279,0.04365,0.01565,0.03923,0.10653,0.2211,0.12,0.18,1.34,0.47,2.95,0,1.33,-0.21,-0.1,0.27,0.09,3.07,1.41,-2.03,1.18,1.86,0.37,-2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.06,73,73,76,34.83,54.89,0,42.98,37.5,60,3.36,0,0
5.5,1.18,1.48,0.53,0,0.06,0,0,0.15,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.48,0.82895,0.61031,0.21865,0.27432,0,0.02872,0,0,0.07663,0.00947,0.00898,0.02937,0.00577,0.0019,0.03557,0.01002,0.03487,0.09469,0.21865,0.08,0.12,0.95,0.33,5.19,0,0.93,-0.19,-0.04,1.54,0.1,3.14,1.13,-2.34,1.34,1.95,1.09,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.55,73,73,76,36.99,53.88,0,41,36.85,68,0,0,0
6.63,1.51,1.47,0.96,0,0.12,0,0,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,1.47,1.00032,0.78334,0.21698,0.4956,0,0.06099,0,0,0.03448,0.00794,0.00898,0.02737,0.00406,0.00101,0.0194,0.00689,0.03139,0.08522,0.21698,0.04,0.08,0.69,0.24,8.07,0,0.66,-0.16,-0.1,2.62,0.11,3.52,0.98,-2.36,1.64,2.07,1.84,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.17,73,73,76,41.22,51.88,0,37.94,35.44,79,3.36,0,0
6.05,1.77,0,1.24,0,0.16,0,0,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,0,0.91936,0.91936,0,0.64252,0,0.08308,0,0,0.02299,0.00676,0.00898,0.0267,0.00197,0.00054,0.00808,0.00438,0.03051,0.08286,0,0.02,0.04,0.36,0.13,10.59,0,0.34,-0.09,-0.24,3.65,0.12,3.59,1,-2.03,1.75,2.07,2.65,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,73,73,76,42.67,50.48,0,37.04,34.95,82,3.36,0,0
7.93,1.9,1.45,1.37,0,0.18,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.45,1.1976,0.98364,0.21396,0.71214,0,0.09361,0,0,0.01916,0.00625,0.00898,0.02604,0.00092,0.00042,0.00485,0.00438,0.02877,0.07812,0.21396,0.02,0.02,0.16,0.06,11.9,0,0.16,-0.03,-0.5,4.46,0.13,3.46,1.06,-1.65,1.62,1.93,3.14,-1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.21,73,73,76,42.19,50.08,0,39.02,36.82,82,6.93,0,0
