My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Heat Pump Backup,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
6.72,1.53,1.49,0.5,0,0.01,0,0,0.43,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.49,1.01486,0.79555,0.21931,0.25666,0,0.00265,0,0,0.22062,0.01261,0.01188,0.03204,0.01461,0.00292,0.04123,0.03772,0.04377,0.11885,0.21931,0.13,0.3,1.24,0.44,4.31,0,1.04,-0.01,-0.06,0.77,0.1,3.57,0.19,-0.96,1.33,2.57,0.32,-3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.56,72,72,74,36.8,70.58,0,39.92,32.52,43,10.29,0,0
7.17,1.67,1.49,0.66,0,0.01,0,0,0.45,0.03,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.22,1.49,1.08306,0.86392,0.21915,0.34125,0,0.00365,0,0,0.23112,0.01298,0.01188,0.03138,0.01184,0.00292,0.04203,0.022,0.04114,0.11172,0.21915,0.13,0.24,1.24,0.44,5.83,0,1.01,-0.01,0.1,1.68,0.12,3.76,-0.06,-1.22,1.62,2.74,0.54,-3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.02,72,72,74,41.79,70.68,0,37.94,30.86,46,12.75,0,0
7.2,1.67,1.49,0.82,0,0.01,0,0,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.49,1.08687,0.86805,0.21882,0.42545,0,0.00464,0,0,0.16599,0.01205,0.01188,0.03071,0.00882,0.0028,0.04365,0.01572,0.03939,0.10696,0.21882,0.12,0.18,1.21,0.43,7.39,0,0.96,0,0.22,2.66,0.13,3.8,-0.23,-1.38,1.63,2.83,0.74,-3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.62,72,72,74,40.99,70.88,0,37.04,30.15,46,11.63,0,0
7.06,1.64,1.47,1.01,0,0.01,0,0,0.16,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.47,1.06555,0.8485,0.21705,0.52361,0,0.0058,0,0,0.08404,0.01038,0.01188,0.02937,0.00579,0.00191,0.03557,0.01006,0.03502,0.09508,0.21705,0.08,0.12,0.86,0.3,9.21,0,0.67,0.02,0.29,3.48,0.13,3.89,-0.36,-1.46,1.74,2.88,0.95,-2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.44,72,72,74,42.25,69.88,0,35.96,29.3,46,11.63,0,0
5.71,1.67,0,1.21,0,0.01,0,0,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.17,0,0.8671,0.8671,0,0.62575,0,0.00708,0,0,0.03782,0.00871,0.01188,0.02737,0.00408,0.00101,0.0194,0.00692,0.03151,0.08557,0,0.04,0.08,0.62,0.22,10.86,0,0.48,0.05,0.33,4.13,0.14,4.02,-0.42,-1.39,1.79,2.97,1.18,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.45,72,72,74,41.08,67.88,0,33.98,28.46,52,8.05,0,0
7.74,1.84,1.46,1.44,0,0.02,0,0,0.05,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,1.46,1.16965,0.95515,0.2145,0.74646,0,0.00865,0,0,0.02521,0.00742,0.01188,0.0267,0.00197,0.00054,0.00808,0.0044,0.03064,0.08319,0.2145,0.02,0.04,0.33,0.11,12.54,0,0.25,0.08,0.33,4.65,0.14,4.27,-0.45,-1.26,2.04,3.16,1.38,-1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.49,72,72,74,43.13,66.48,0,30.92,26.67,59,5.82,0,0
6.94,2.03,0,1.66,0,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,0,1.05445,1.05445,0,0.86057,0,0.01017,0,0,0.02101,0.00686,0.01188,0.02604,0.00092,0.00042,0.00485,0.0044,0.02889,0.07844,0,0.02,0.02,0.15,0.05,14.06,0,0.12,0.11,0.33,5.11,0.15,4.52,-0.48,-1.14,2.31,3.3,1.58,-1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.59,72,72,74,46.39,66.07,0,28.94,25.94,69,8.05,0,0
7.28,2.13,0,1.77,0,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0,0.05,0.15,0,1.10579,1.10579,0,0.91905,0,0.0109,0,0,0.02101,0.00686,0.01188,0.02537,0.00066,0.00024,0.00323,0.00251,0.02801,0.07606,0,0.01,0.01,0.09,0.03,15.04,0,0.07,0.14,0.31,5.55,0.16,4.57,-0.47,-1.01,2.38,3.37,1.74,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.7,72,72,74,46.61,65.87,0,28.04,25.11,69,6.93,0,0
8.14,2.39,0,1.76,0.27,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0,0,0.05,0.14,0,1.23696,1.23696,0,0.91396,0.14214,0.01118,0,0,0.02101,0.00649,0.01188,0.0247,0.00039,0.00024,0.00162,0.00251,0.02714,0.07368,0,0.01,0.01,0.15,0.05,16.01,0,0.11,0.17,0.28,5.92,0.16,4.71,-0.48,-0.91,2.53,3.45,1.84,-1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,72,72,74,48.39,65.67,0,26.96,24.41,72,8.05,0,0
10.02,2.51,1.46,1.77,0.38,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.15,1.46,1.51595,1.30117,0.21478,0.9171,0.19485,0.01118,0,0,0.02311,0.00649,0.01188,0.02403,0.00039,0.00042,0.00323,0.0044,0.02801,0.07606,0.21478,0.02,0.01,0.41,0.15,16.53,0,0.29,0.2,0.27,6.24,0.17,4.66,-0.45,-0.79,2.49,3.46,1.96,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.86,72,72,74,47.63,65.87,0,26.96,24.13,69,6.93,0,0
10.02,2.5,1.49,1.78,0.31,0.02,0,0,0.07,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.49,1.51527,1.29586,0.21941,0.92329,0.15936,0.01118,0,0,0.03782,0.00723,0.01188,0.02403,0.00132,0.00066,0.00485,0.00692,0.02889,0.07844,0.21941,0.03,0.03,1.53,0.54,16.66,0,1.05,0.23,0.25,6.5,0.17,4.56,-0.41,-0.66,2.37,3.38,2.01,-1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.91,72,72,74,46.55,66.07,0,28.04,24.82,66,6.93,0,0
12.31,2.7,3.1,1.78,0.39,0.02,0,0,0.12,0.02,0.02,0.05,0.01,0,0.02,0.03,0.06,0.17,3.1,1.85618,1.39984,0.45634,0.92335,0.20393,0.01118,0,0,0.06303,0.00816,0.01188,0.02537,0.00263,0.00131,0.01293,0.01572,0.03239,0.08795,0.45634,0.06,0.05,3.48,1.23,16.96,0,2.38,0.26,0.23,6.67,0.17,4.6,-0.39,-0.56,2.39,3.43,2.02,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.92,72,72,74,46.93,67.08,0,28.04,24.82,66,8.05,0,0
11.27,2.39,3.1,1.75,0,0.02,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.07,0.19,3.1,1.69808,1.24125,0.45683,0.90871,0,0.01064,0,0,0.07984,0.0076,0.01188,0.0267,0.00408,0.00292,0.02587,0.0264,0.03677,0.09983,0.45683,0.13,0.08,3.46,1.22,15.46,0,2.41,0.34,0.4,7.17,0.17,0.69,0.54,0.53,2.33,3.34,2.05,-2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.16,72,72,74,48,68.68,0,30.02,26.09,61,11.63,10.78,116.34
10.21,2.09,3.07,1.4,0,0.02,0,0,0.17,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,3.07,1.53661,1.08474,0.45188,0.72578,0,0.00826,0,0,0.08615,0.00575,0.01188,0.02737,0.00763,0.00435,0.0388,0.02892,0.03764,0.10221,0.45188,0.19,0.16,2.8,0.99,12.81,0,2.05,0.39,0.45,7.14,0.16,-2.83,1.21,1.32,1.98,3.08,1.85,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.34,72,72,74,45.44,70.28,0,33.98,28.46,52,12.75,19.97,225.7
9.19,1.8,3.03,1.08,0,0.01,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,3.03,1.38169,0.93496,0.44673,0.56007,0,0.00618,0,0,0.08615,0.00463,0.01188,0.02737,0.00855,0.00512,0.05497,0.03018,0.03764,0.10221,0.44673,0.22,0.18,2.19,0.77,10.14,0,1.66,0.41,0.39,6.3,0.14,-4.25,1.44,1.57,1.67,2.81,1.55,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.56,72,72,74,43.1,72.29,0,37.94,30.2,41,13.87,27.26,268.81
6.51,1.47,1.5,0.75,0,0.01,0,0,0.16,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,1.5,0.98261,0.76122,0.22139,0.3904,0,0.00417,0,0,0.08194,0.00445,0.01188,0.0267,0.00737,0.005,0.06305,0.0264,0.03764,0.10221,0.22139,0.22,0.15,1.77,0.62,7.69,0,1.37,0.41,0.24,5.03,0.12,-4.29,1.46,1.53,1.29,2.58,1.23,-1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,72,72,74,36.76,73.29,0,41,33.42,43,11.63,32.65,288.79
5.84,1.27,1.49,0.55,0,0.01,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.49,0.87999,0.66031,0.21968,0.28583,0,0.00291,0,0,0.07774,0.00445,0.01188,0.0267,0.00632,0.00447,0.06548,0.03143,0.03852,0.10458,0.21968,0.2,0.13,1.39,0.49,5.6,0,1.09,0.38,-0.01,3.69,0.1,-3.44,1.32,1.34,1,2.24,0.94,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.41,72,72,74,33.1,73.59,0,44.96,36.48,42,11.63,35.82,299.56
5.04,1.04,1.48,0.32,0,0,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.48,0.75888,0.54093,0.21796,0.16738,0,0.00177,0,0,0.07564,0.00482,0.01188,0.02804,0.00539,0.00399,0.05982,0.03584,0.03939,0.10696,0.21796,0.18,0.11,1,0.35,3.61,0,0.81,0.34,-0.28,2.64,0.08,-2.77,1.29,1.26,0.62,1.78,0.67,-2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.01,72,72,74,25.54,72.89,0,50,39.8,38,9.17,37.41,302.1
4.48,0.88,1.48,0.19,0,0,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.48,0.6745,0.45718,0.21731,0.09827,0,0.00102,0,0,0.07354,0.00538,0.01188,0.02804,0.00605,0.00357,0.05416,0.02892,0.03939,0.10696,0.21731,0.16,0.12,0.86,0.3,2.15,0,0.71,0.3,-0.47,2.06,0.06,-3.64,1.73,1.58,0.58,1.51,0.43,-2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.63,72,72,74,27.88,72.19,0,53.06,41.39,34,12.75,36.77,301.15
3.93,0.72,1.47,0.03,0,0,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,1.47,0.58987,0.37311,0.21676,0.01686,0,0.00017,0,0,0.07774,0.00575,0.01188,0.02804,0.00474,0.00292,0.04608,0.03584,0.03852,0.10458,0.21676,0.13,0.1,0.77,0.27,0.37,0,0.62,0.27,-0.57,1.74,0.05,-5.24,2,2.17,0.39,1.33,0.25,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.17,72,72,74,21.02,71.18,0,55.04,42.05,30,9.17,34.24,293.22
2.41,0.71,0,0,0,0,0,0,0.17,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,0,0.36656,0.36656,0,0,0,0,0,0,0.08615,0.00649,0.01188,0.02737,0.005,0.0031,0.04931,0.02766,0.04027,0.10934,0,0.14,0.1,0.74,0.26,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,-0.23,0.66,-1.12,-0.05,6.11,-2.24,-2.3,-0.42,0,-1.17,-0.04,2.12,0,0,75.1,72.67,72,74,24.52,71.58,0,57.02,42.61,26,12.75,29.8,278.01
4.24,0.81,1.48,0,0,0,0,0,0.2,0.02,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,1.48,0.63816,0.42086,0.2173,0,0,0,0,0,0.10506,0.00816,0.01188,0.02937,0.005,0.00298,0.04446,0.05784,0.04202,0.11409,0.2173,0.13,0.1,0.88,0.31,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.52,-0.64,-0.05,5.73,-2.44,-2.49,-0.32,0,-1.14,0,2.46,0,0,75.24,73.58,72,74,18.93,70.98,0,57.92,43.25,26,9.17,23.14,246.62
4.82,0.98,1.48,0,0,0,0,0,0.26,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,1.48,0.72577,0.50732,0.21844,0,0,0,0,0,0.13657,0.01038,0.01188,0.03204,0.00645,0.00292,0.04365,0.0943,0.04552,0.1236,0.21844,0.13,0.13,1.15,0.41,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,-0.13,0.38,-0.01,-0.05,3.28,-2.21,-2.23,-0.47,-1.06,-1.37,0,3.07,0,0,75.33,73.21,72,74,25.1,70.88,55.9,55.94,42.28,28,11.63,14.9,174.98
5.04,1.04,1.49,0,0,0,0,0,0.35,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,1.49,0.75849,0.53934,0.21914,0,0,0,0,0,0.1807,0.01187,0.01188,0.03338,0.01145,0.00292,0.04123,0.07356,0.04639,0.12598,0.21914,0.13,0.24,1.24,0.44,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0.5,1.22,-0.06,-2.56,-0.73,-0.1,-0.65,-0.38,-1.73,0,3.53,0,0,74.72,72.58,72,74,27.43,70.58,15.92,51.08,40.26,36,10.29,0,0
5.19,1.08,1.49,0.05,0,0,0,0,0.43,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.49,0.78154,0.56216,0.21937,0.02592,0,0,0,0,0.22062,0.01261,0.01188,0.03204,0.01461,0.00292,0.04123,0.03772,0.04377,0.11885,0.21937,0.13,0.3,1.24,0.44,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0.06,0.28,0.87,-0.08,-2.92,-0.56,0.6,-0.79,0,-2.02,0,3.56,0,0,73.48,71.98,72,74,28.46,70.58,0,46.94,38.39,44,8.05,0,0
5.67,1.23,1.49,0.22,0,0,0,0,0.45,0.03,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.22,1.49,0.85488,0.63566,0.21923,0.11563,0,0.00101,0,0,0.23112,0.01298,0.01188,0.03138,0.01184,0.00292,0.04203,0.022,0.04114,0.11172,0.21923,0.13,0.24,1.24,0.44,1.88,0,1.01,-0.1,-0.05,0.08,0.09,3.1,0.13,-1.26,0.96,2.22,0,-3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.05,72,72,74,30.65,70.68,0,44.06,37.56,54,8.05,0,0
5.69,1.23,1.49,0.38,0,0,0,0,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.49,0.85792,0.63902,0.2189,0.19909,0,0.00197,0,0,0.16599,0.01205,0.01188,0.03071,0.00882,0.0028,0.04365,0.01572,0.03939,0.10696,0.2189,0.12,0.18,1.21,0.43,3.61,0,0.96,-0.1,0.19,1.16,0.1,3.26,-0.04,-1.65,1.13,2.39,0.24,-3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.72,72,72,74,33.52,70.88,0,42.08,37.14,63,9.17,0,0
5.2,1.09,1.47,0.47,0,0,0,0,0.16,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.47,0.78289,0.56579,0.2171,0.24423,0,0.00247,0,0,0.08404,0.01038,0.01188,0.02937,0.00579,0.00191,0.03557,0.01006,0.03502,0.09508,0.2171,0.08,0.12,0.85,0.3,4.61,0,0.67,-0.1,0.31,2.03,0.11,3.09,-0.29,-1.96,1.04,2.28,0.47,-2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.34,72,72,74,31.9,69.88,0,42.98,37.51,60,8.05,0,0
5.92,1.31,1.47,0.85,0,0.01,0,0,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.17,1.47,0.89349,0.67761,0.21588,0.43834,0,0.00498,0,0,0.03782,0.00871,0.01188,0.02737,0.00408,0.00101,0.0194,0.00692,0.03151,0.08557,0.21588,0.04,0.08,0.62,0.22,7,0,0.48,-0.06,0.37,2.87,0.11,3.49,-0.41,-1.92,1.36,2.54,0.61,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9,72,72,74,36.24,67.88,0,39.02,35.7,73,8.05,0,0
4.9,1.44,0,1.04,0,0.01,0,0,0.05,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,0,0.74522,0.74522,0,0.53893,0,0.00625,0,0,0.02521,0.00742,0.01188,0.0267,0.00197,0.00054,0.00808,0.0044,0.03064,0.08319,0,0.02,0.04,0.32,0.11,8.64,0,0.25,-0.01,0.45,3.52,0.12,3.57,-0.42,-1.69,1.43,2.58,0.93,-1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.14,72,72,74,36.88,66.48,0,37.94,35.07,76,6.93,0,0
5.31,1.56,0,1.19,0,0.01,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,0,0.80688,0.80688,0,0.61598,0,0.0072,0,0,0.02101,0.00686,0.01188,0.02604,0.00092,0.00042,0.00485,0.0044,0.02889,0.07844,0,0.02,0.02,0.15,0.05,9.98,0,0.12,0.03,0.43,4.06,0.13,3.69,-0.43,-1.46,1.54,2.63,1.13,-1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.21,72,72,74,38.64,66.07,0,37.04,34.23,76,8.05,0,0
7.22,1.69,1.45,1.33,0,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0,0.05,0.15,1.45,1.08962,0.87616,0.21346,0.69214,0,0.00818,0,0,0.02101,0.00686,0.01188,0.02537,0.00066,0.00024,0.00323,0.00251,0.02801,0.07606,0.21346,0.01,0.01,0.09,0.03,11.15,0,0.07,0.06,0.4,4.49,0.13,3.82,-0.44,-1.27,1.67,2.71,1.29,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.32,72,72,74,40.68,65.87,0,35.96,33.58,79,9.17,0,0
6.16,1.81,0,1.46,0,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0,0,0.05,0.14,0,0.93611,0.93611,0,0.75741,0,0.00903,0,0,0.02101,0.00649,0.01188,0.0247,0.00039,0.00024,0.00162,0.00251,0.02714,0.07368,0,0.01,0.01,0.15,0.05,12.12,0,0.11,0.1,0.37,4.82,0.13,3.93,-0.44,-1.11,1.81,2.78,1.42,-1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.47,72,72,74,42.72,65.67,0,35.06,33.07,82,10.29,0,0
6.58,1.93,0,1.57,0,0.02,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.15,0,0.99974,0.99974,0,0.81194,0,0.00975,0,0,0.02311,0.00649,0.01188,0.02403,0.00039,0.00042,0.00323,0.0044,0.02801,0.07606,0,0.02,0.01,0.41,0.15,12.88,0,0.29,0.13,0.33,5.1,0.14,4.02,-0.42,-0.96,1.86,2.88,1.53,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,72,72,74,42.57,65.87,0,33.98,32.37,85,9.17,0,0
8.46,2.04,1.49,1.63,0,0.02,0,0,0.07,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.49,1.27844,1.05894,0.2195,0.84672,0,0.01019,0,0,0.03782,0.00723,0.01188,0.02403,0.00132,0.00066,0.00485,0.00692,0.02889,0.07844,0.2195,0.03,0.03,1.54,0.54,13.44,0,1.05,0.15,0.3,5.33,0.14,4.06,-0.4,-0.83,1.87,2.96,1.6,-1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.69,72,72,74,41.72,66.07,0,33.08,31.42,85,6.93,0,0
12.13,2.19,4.65,1.67,0,0.02,0,0,0.12,0.02,0.02,0.05,0.01,0,0.02,0.03,0.06,0.17,4.65,1.82195,1.13731,0.68464,0.86552,0,0.01042,0,0,0.06303,0.00816,0.01188,0.02537,0.00263,0.00131,0.01293,0.01572,0.03239,0.08795,0.68464,0.06,0.05,3.48,1.23,13.79,0,2.37,0.18,0.28,5.55,0.14,4.06,-0.37,-0.7,1.86,3.01,1.66,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,72,72,74,41.43,67.08,0,33.08,31.42,85,6.93,0,0
9.94,2.01,3.1,1.37,0,0.02,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.07,0.19,3.1,1.49647,1.04,0.45647,0.70977,0,0.00834,0,0,0.07984,0.0076,0.01188,0.0267,0.00408,0.00292,0.02587,0.0264,0.03677,0.09983,0.45647,0.13,0.08,3.45,1.21,11.7,0,2.4,0.27,0.46,6.19,0.15,-0.28,0.62,0.49,1.46,2.75,1.69,-2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.99,72,72,74,36.58,68.68,0,37.04,34.24,76,5.82,11.09,116.97
9,1.74,3.07,1.05,0,0.01,0,0,0.17,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,3.07,1.3536,0.90195,0.45165,0.54508,0,0.00617,0,0,0.08615,0.00575,0.01188,0.02737,0.00763,0.00435,0.0388,0.02892,0.03764,0.10221,0.45165,0.19,0.16,2.81,0.99,9.33,0,2.04,0.33,0.49,6.1,0.13,-3.56,1.26,1.29,1.24,2.57,1.44,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.09,72,72,74,33.98,70.28,0,39.92,35.5,65,6.93,19.97,222.53
6.23,1.38,1.52,0.66,0,0.01,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.52,0.94008,0.71687,0.22321,0.34456,0,0.00361,0,0,0.08615,0.00463,0.01188,0.02737,0.00855,0.00512,0.05497,0.03018,0.03764,0.10221,0.22321,0.22,0.18,2.18,0.77,6.81,0,1.65,0.36,0.43,5.08,0.12,-4.97,1.56,1.63,0.98,2.38,1.16,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.43,72,72,74,29.92,72.29,0,42.98,36.95,56,5.82,27.58,265.33
6.76,1.11,2.99,0.39,0,0,0,0,0.16,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,2.99,1.01312,0.57294,0.44018,0.20434,0,0.00195,0,0,0.08194,0.00445,0.01188,0.0267,0.00737,0.005,0.06305,0.0264,0.03764,0.10221,0.44018,0.22,0.15,1.78,0.63,3.93,0,1.36,0.36,0.23,3.61,0.09,-5.3,1.75,1.77,0.59,1.89,0.85,-1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.04,72,72,74,22.97,73.29,0,48.92,40.7,48,3.36,32.97,286.25
4.63,0.92,1.51,0.2,0,0,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.51,0.69692,0.47461,0.22231,0.10197,0,0.00107,0,0,0.07774,0.00445,0.01188,0.0267,0.00632,0.00447,0.06548,0.03143,0.03852,0.10458,0.22231,0.2,0.13,1.38,0.49,2.2,0,1.08,0.33,-0.12,2.05,0.06,-4.11,1.55,1.71,0.5,1.71,0.48,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.74,72,72,74,21.68,73.59,0,51.08,42.3,47,5.82,36.14,296.08
