My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Heat Pump Backup,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
5.78,0.86,2.85,0,0,0,0.16,0.04,0.15,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,2.85,0.86548,0.44639,0.41909,0,0,0,0.08158,0.02294,0.07854,0.00524,0.01188,0.02737,0.0076,0.00434,0.0388,0.0288,0.03749,0.1018,0.41909,0.19,0.16,2.63,0.93,0,2.06,1.7,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.46,-0.95,-0.01,1.1,0.7,-0.26,-0.02,0,-0.15,0.19,1.95,0,0,73.26,74,72,74,7.71,70.28,0,71.96,69.79,90,9.17,37.72,0.32
4.99,0.97,1.69,0,0,0,0.21,0.06,0.15,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.69,0.75029,0.50115,0.24914,0,0,0,0.11035,0.03084,0.07854,0.00423,0.01188,0.02737,0.00852,0.00511,0.05497,0.03006,0.03749,0.1018,0.24914,0.22,0.18,2.03,0.72,0,2.74,1.38,0,0,0,0,0,0,0,0,0,0,0,-0.06,-0.47,-0.9,0,2.33,0.45,-0.65,0,0,-0.07,0.22,1.91,0,0,73.55,74,72,74,3.86,72.29,0,73.04,69.47,84,6.93,71.96,0
5.21,1.09,1.49,0,0,0,0.31,0.09,0.14,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,1.49,0.78521,0.56531,0.2199,0,0,0,0.16218,0.0448,0.07471,0.00406,0.01188,0.0267,0.00734,0.00499,0.06305,0.0263,0.03749,0.1018,0.2199,0.22,0.15,1.65,0.58,0,3.93,1.14,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.42,-0.63,0.01,3.61,0.17,-1.01,0.01,0,0.08,0.3,1.9,0,0,73.94,74,72,74,8.7,73.29,0,75.02,70.15,79,10.29,82.74,31.07
6.05,1.34,1.48,0,0,0,0.5,0.14,0.14,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.48,0.91313,0.69466,0.21847,0,0,0,0.26092,0.07016,0.07088,0.00406,0.01188,0.0267,0.00629,0.00446,0.06548,0.03131,0.03836,0.10416,0.21847,0.2,0.13,1.3,0.46,0,6.07,0.91,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.39,-0.28,0.03,5.82,-0.26,-1.56,0.1,0,0.38,0.44,1.95,0,0,74.4,74,72,74,18.51,73.59,0,78.98,72.02,72,13.87,116.66,97
6.71,1.53,1.47,0,0,0,0.66,0.17,0.13,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.47,1.01238,0.79533,0.21705,0,0,0,0.34078,0.09064,0.06897,0.00439,0.01188,0.02804,0.00537,0.00398,0.05982,0.03569,0.03923,0.10653,0.21705,0.17,0.11,0.94,0.33,0,7.79,0.68,0,0,0,0,0,0,0,0,0,0,0,-0.09,-0.2,0.56,0.05,5.79,-0.17,-1.45,0.11,0,0.52,0.7,2.01,0,0,74.68,74,72,74,15.42,72.89,0,80.96,71.29,63,11.63,135.36,109.05
5.32,1.56,0,0,0,0,0.7,0.19,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,0,0.80887,0.80887,0,0,0,0,0.36041,0.09826,0.06705,0.0049,0.01188,0.02804,0.00603,0.00357,0.05416,0.0288,0.03923,0.10653,0,0.16,0.12,0.8,0.28,0,8.51,0.59,0,0,0,0,0,0,0,0,0,0,0,-0.04,0.04,1.55,0.06,4.64,0,-1.08,0.1,0,0.37,0.92,1.97,0,0,74.99,74,72,74,18.72,72.19,0,78.98,72.02,72,13.87,123.95,116.97
7.3,1.71,1.47,0,0,0,0.82,0.22,0.14,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,1.47,1.10192,0.88577,0.21614,0,0,0,0.42378,0.11403,0.07088,0.00524,0.01188,0.02804,0.00472,0.00291,0.04608,0.03569,0.03836,0.10416,0.21614,0.13,0.1,0.71,0.25,0,9.86,0.52,0,0,0,0,0,0,0,0,0,0,0,-0.01,0.12,2.02,0.06,5.41,-0.22,-1.19,0.15,0,0.51,1.03,2.01,0,0,75.42,74,72,74,20.31,71.18,0,80.96,71.86,65,13.87,114.75,132.51
7.82,1.86,1.47,0,0,0,0.92,0.25,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,1.47,1.18211,0.96608,0.21603,0,0,0,0.47863,0.1298,0.07854,0.00592,0.01188,0.02737,0.00498,0.00309,0.04931,0.02755,0.04011,0.1089,0.21603,0.14,0.1,0.69,0.24,0,11.29,0.51,0,0,0,0,0,0,0,0,0,0,0,0.02,0.19,2.28,0.06,6.64,-0.43,-1.35,0.13,0,0.51,1.23,2.06,0,0,75.54,74,72,74,17.81,71.58,0,80.96,71.86,65,12.75,97.32,173.08
7.06,2.07,0,0,0,0,1,0.28,0.18,0.01,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,0,1.07295,1.07295,0,0,0,0,0.51971,0.14326,0.09579,0.00744,0.01188,0.02937,0.00498,0.00297,0.04446,0.05761,0.04185,0.11363,0,0.13,0.1,0.83,0.29,0,12.58,0.59,0,0,0,0,0,0,0,0,0,0,0,0.07,0.2,2.68,0.06,6.91,-0.47,-1.28,0.22,0,0.44,1.41,2.38,0,0,75.51,74,72,74,35.78,70.98,0,80.06,69.03,58,19.69,80.83,167.38
9.08,2.23,1.48,0,0,0,1,0.28,0.24,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,1.48,1.37318,1.15564,0.21754,0,0,0,0.51675,0.14563,0.12452,0.00947,0.01188,0.03204,0.00642,0.00291,0.04365,0.09392,0.04534,0.1231,0.21754,0.13,0.13,1.07,0.38,0,13.01,0.75,0,0,0,0,0,0,0,0,0,0,0,0.12,0.16,3.1,0.05,6.26,-0.39,-0.99,0.09,0,0.3,1.57,2.99,0,0,75.2,74.07,72,74,21.07,70.88,0,78.08,67.9,60,14.99,49.13,173.08
8.94,2.18,1.48,0,0,0,0.91,0.26,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,1.48,1.35094,1.13284,0.21809,0,0,0,0.47424,0.13729,0.16475,0.01082,0.01188,0.03338,0.0114,0.00291,0.04123,0.07326,0.04621,0.12547,0.21809,0.13,0.23,1.16,0.41,0,12.42,0.84,0,0,0,0,0,0,0,0,0,0,0,0.19,0.09,3.47,0.03,3.58,0.11,-0.28,0.02,0,0.07,1.57,3.41,0,0,74.77,74.01,72,74,16.58,70.58,0,75.02,67.63,69,13.87,33.92,92.56
8.24,1.98,1.48,0,0,0,0.76,0.22,0.39,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.48,1.24475,1.02649,0.21826,0,0,0,0.39605,0.11565,0.20115,0.01149,0.01188,0.03204,0.01455,0.00291,0.04123,0.03757,0.04359,0.11837,0.21826,0.13,0.3,1.16,0.41,0,10.61,0.87,0,0,0,0,0,0,0,0,0,0,0,0.26,0.01,3.58,0.02,0.62,0.7,0.59,-0.01,0,-0.07,1.46,3.42,0,0,74.22,74,72,74,7.01,70.58,0,73.04,67.08,74,9.17,11.41,13.31
7.45,1.75,1.48,0,0,0,0.61,0.18,0.41,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.21,1.48,1.12581,0.90771,0.2181,0,0,0,0.31758,0.09341,0.21073,0.01183,0.01188,0.03138,0.01179,0.00291,0.04203,0.02192,0.04098,0.11127,0.2181,0.13,0.24,1.16,0.41,0,8.69,0.85,0,0,0,0,0,0,0,0,0,0,0,0.27,-0.15,3.01,0,-0.54,0.89,0.92,-0.06,0,-0.22,1.2,3.35,0,0,73.8,74,72,74,20.43,70.68,0,71.06,65.02,73,14.99,0,0
6.32,1.42,1.48,0,0,0,0.47,0.14,0.29,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.48,0.95331,0.73551,0.2178,0,0,0,0.24177,0.07217,0.15134,0.01099,0.01188,0.03071,0.00878,0.00279,0.04365,0.01565,0.03923,0.10653,0.2178,0.12,0.18,1.13,0.4,0,6.81,0.8,0,0,0,0,0,0,0,0,0,0,0,0.27,-0.29,2.14,-0.01,-0.78,1.03,1.08,-0.1,0,-0.45,0.95,2.96,0,0,73.43,74,72,74,14.94,70.88,0,68,64.01,81,11.63,0,0
5.12,1.07,1.47,0,0,0,0.36,0.11,0.15,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.47,0.77054,0.55421,0.21632,0,0,0,0.18827,0.05577,0.07663,0.00947,0.01188,0.02937,0.00577,0.0019,0.03557,0.01002,0.03487,0.09469,0.21632,0.08,0.12,0.81,0.28,0,5.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.39,1.25,-0.02,-0.69,1.14,1.19,-0.08,0,-0.44,0.73,2.35,0,0,73.18,74,72,74,12.66,69.88,0,68,64.01,81,10.29,0,0
2.75,0.8,0,0,0,0,0.28,0.08,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,0,0.41737,0.41737,0,0,0,0,0.14503,0.04269,0.03448,0.00794,0.01188,0.02737,0.00406,0.00101,0.0194,0.00689,0.03139,0.08522,0,0.04,0.08,0.58,0.2,0,4.05,0.4,0,0,0,0,0,0,0,0,0,0,0,0.23,-0.44,0.52,-0.02,-0.66,1.21,1.2,-0.07,0,-0.43,0.56,1.97,0,0,73.02,74,72,74,11.14,67.88,0,68,64.66,84,9.17,0,0
2.21,0.65,0,0,0,0,0.21,0.06,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,0,0.3363,0.3363,0,0,0,0,0.1078,0.03182,0.02299,0.00676,0.01188,0.0267,0.00197,0.00054,0.00808,0.00438,0.03051,0.08286,0,0.02,0.04,0.3,0.11,0,3.04,0.21,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.45,0,-0.03,-0.77,1.24,1.14,-0.09,0,-0.5,0.42,1.86,0,0,72.94,74,72,74,12.28,66.48,0,66.92,64.27,87,9.17,0,0
3.4,0.57,1.45,0,0,0,0.17,0.05,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.45,0.50917,0.29559,0.21358,0,0,0,0.08886,0.02594,0.01916,0.00625,0.01188,0.02604,0.00092,0.00042,0.00485,0.00438,0.02877,0.07812,0.21358,0.02,0.02,0.14,0.05,0,2.47,0.1,0,0,0,0,0,0,0,0,0,0,0,0.17,-0.47,-0.38,-0.03,-0.65,1.22,1,-0.1,0,-0.42,0.31,1.81,0,0,72.95,74,72,74,15.61,66.07,0,68,64.66,84,11.63,0,0
1.61,0.47,0,0,0,0,0.11,0.03,0.04,0.01,0.02,0.05,0,0,0.01,0,0.05,0.15,0,0.24473,0.24473,0,0,0,0,0.05528,0.0165,0.01916,0.00625,0.01188,0.02537,0.00066,0.00024,0.00323,0.0025,0.0279,0.07576,0,0.01,0.01,0.08,0.03,0,1.58,0.06,0,0,0,0,0,0,0,0,0,0,0,0.14,-0.44,-0.57,-0.03,-1.02,1.3,0.98,-0.12,0,-0.7,0.26,1.78,0,0,72.87,74,72,74,10.91,65.87,0,64.04,62.69,93,4.7,0,0
1.34,0.39,0,0,0,0,0.06,0.02,0.04,0.01,0.02,0.05,0,0,0,0,0.05,0.14,0,0.20425,0.20425,0,0,0,0,0.02878,0.00865,0.01916,0.00592,0.01188,0.0247,0.00039,0.00024,0.00162,0.0025,0.02703,0.07339,0,0.01,0.01,0.14,0.05,0,0.83,0.09,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.43,-0.75,-0.03,-1.23,1.33,0.95,-0.19,0,-0.84,0.16,1.75,0,0,72.88,74,72,74,14.58,65.67,0,62.06,61.5,97,6.93,0,0
2.78,0.39,1.46,0,0,0,0.04,0.01,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.15,1.46,0.41516,0.20076,0.2144,0,0,0,0.01985,0.00593,0.02107,0.00592,0.01188,0.02403,0.00039,0.00042,0.00323,0.00438,0.0279,0.07576,0.2144,0.02,0.01,0.39,0.14,0,0.57,0.24,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.44,-1,-0.04,-1.13,1.32,0.87,-0.17,0,-0.78,0.09,1.76,0,0,72.93,74,72,74,14.76,65.87,0,62.96,61.63,93,8.05,0,0
2.89,0.41,1.48,0,0,0,0.02,0.01,0.07,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.48,0.43183,0.21366,0.21816,0,0,0,0.01238,0.00369,0.03448,0.00659,0.01188,0.02403,0.00131,0.00065,0.00485,0.00689,0.02877,0.07812,0.21816,0.03,0.03,1.43,0.51,0,0.35,0.87,0,0,0,0,0,0,0,0,0,0,0,0.08,-0.44,-1.22,-0.04,-1.09,1.33,0.81,-0.14,0,-0.78,0.06,1.8,0,0,72.87,74,72,74,12.04,66.07,0,62.96,62.39,97,4.7,0,0
3.28,0.51,1.53,0,0,0,0.02,0.01,0.11,0.01,0.02,0.05,0.01,0,0.02,0.03,0.06,0.17,1.53,0.49194,0.26677,0.22517,0,0,0,0.00945,0.0028,0.05747,0.00744,0.01188,0.02537,0.00262,0.00131,0.01293,0.01565,0.03226,0.08759,0.22517,0.06,0.05,3.24,1.14,0,0.27,1.96,0,0,0,0,0,0,0,0,0,0,0,0.05,-0.46,-1.42,-0.04,-0.99,1.3,0.7,-0.11,0,-0.71,0.04,1.92,0,0,72.83,74,72,74,10.78,67.08,0,64.04,62.69,93,4.7,0,0
5.16,0.62,3.06,0,0,0,0.01,0,0.14,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.07,0.19,3.06,0.77046,0.31949,0.45097,0,0,0,0.00462,0.00137,0.0728,0.00693,0.01188,0.0267,0.00406,0.00291,0.02587,0.0263,0.03662,0.09943,0.45097,0.13,0.08,3.21,1.13,0,0.13,1.98,0,0,0,0,0,0,0,0,0,0,0,0.03,-0.48,-1.57,-0.04,-0.76,1.22,0.51,-0.17,0,-0.73,0.03,2.11,0,0,72.81,74,72,74,16.32,68.68,0,64.04,62.69,93,10.29,7.29,1.58
5.44,0.71,3.03,0,0,0,0.04,0.01,0.15,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,3.03,0.81262,0.3656,0.44702,0,0,0,0.01839,0.00534,0.07854,0.00524,0.01188,0.02737,0.0076,0.00434,0.0388,0.0288,0.03749,0.1018,0.44702,0.19,0.16,2.61,0.92,0,0.5,1.69,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.54,-1.75,-0.04,0.4,0.99,0.1,-0.08,0,-0.53,0.01,1.95,0,0,72.96,74,72,74,10.39,70.28,0,66.92,64.27,87,8.05,32.02,0.63
4.16,0.78,1.5,0,0,0,0.06,0.02,0.15,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.5,0.62448,0.4031,0.22138,0,0,0,0.03347,0.00967,0.07854,0.00423,0.01188,0.02737,0.00852,0.00511,0.05497,0.03006,0.03749,0.1018,0.22138,0.22,0.18,2.03,0.72,0,0.9,1.37,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.53,-1.72,-0.02,1.29,0.8,-0.26,-0.11,0,-0.46,0.05,1.91,0,0,73.15,74,72,74,16.98,72.29,0,68,65.3,87,12.75,57.69,0.32
4.49,0.88,1.49,0,0,0,0.15,0.04,0.14,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,1.49,0.67501,0.45508,0.21992,0,0,0,0.07524,0.02152,0.07471,0.00406,0.01188,0.0267,0.00734,0.00499,0.06305,0.0263,0.03749,0.1018,0.21992,0.22,0.15,1.65,0.58,0,1.97,1.13,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.57,-1.72,-0.01,3.4,0.34,-0.99,-0.06,0,-0.31,0.09,1.9,0,0,73.56,74,72,74,13.14,73.29,0,69.98,67.21,87,11.63,116.34,2.54
4.85,0.99,1.48,0,0,0,0.22,0.06,0.14,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.48,0.7295,0.51101,0.21849,0,0,0,0.1154,0.03203,0.07088,0.00406,0.01188,0.0267,0.00629,0.00446,0.06548,0.03131,0.03836,0.10416,0.21849,0.2,0.13,1.29,0.46,0,2.89,0.9,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.32,-0.93,0.01,1.97,0.62,-0.56,0,0,-0.01,0.21,1.95,0,0,73.85,74,72,74,18.66,73.59,0,73.94,70.56,85,14.99,60.86,1.9
5.32,1.13,1.47,0,0,0,0.33,0.09,0.13,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.47,0.80139,0.58434,0.21706,0,0,0,0.17262,0.0478,0.06897,0.00439,0.01188,0.02804,0.00537,0.00398,0.05982,0.03569,0.03923,0.10653,0.21706,0.17,0.11,0.93,0.33,0,4.28,0.67,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.37,-0.68,0.02,4.25,0.06,-1.28,0.01,0,0.08,0.32,2.01,0,0,74.2,74,72,74,11.3,72.89,0,75.02,71.59,85,11.63,135.04,1.58
5.78,1.26,1.47,0,0,0,0.46,0.13,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.47,0.87217,0.65565,0.21652,0,0,0,0.24035,0.06511,0.06705,0.0049,0.01188,0.02804,0.00603,0.00357,0.05416,0.0288,0.03923,0.10653,0.21652,0.16,0.12,0.8,0.28,0,5.76,0.59,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.23,0.02,0.04,4.13,0.18,-1.13,0.1,0,0.3,0.49,1.97,0,0,74.43,74,72,74,23.78,72.19,0,78.08,72.5,77,16.11,123,0.95
4.24,1.24,0,0,0,0,0.45,0.13,0.14,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,0,0.64385,0.64385,0,0,0,0,0.23079,0.0651,0.07088,0.00524,0.01188,0.02804,0.00472,0.00291,0.04608,0.03569,0.03836,0.10416,0,0.13,0.1,0.72,0.25,0,5.8,0.52,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.08,0.81,0.05,2.68,0.4,-0.67,0,0,-0.01,0.67,2.01,0,0,74.38,74,72,74,11.1,71.18,0,73.94,71.02,87,11.63,85.27,1.58
5.89,1.3,1.47,0,0,0,0.47,0.13,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,1.47,0.8879,0.67185,0.21605,0,0,0,0.24497,0.06924,0.07854,0.00592,0.01188,0.02737,0.00498,0.00309,0.04931,0.02755,0.04011,0.1089,0.21605,0.14,0.1,0.68,0.24,0,6.16,0.51,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.09,1.15,0.04,2.63,0.33,-0.61,0,0,-0.01,0.67,2.06,0,0,74.55,74,72,74,13.49,71.58,0,73.94,71.71,90,12.75,84,0.32
6.54,1.49,1.47,0,0,0,0.54,0.15,0.18,0.01,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,1.47,0.98729,0.7708,0.21649,0,0,0,0.28164,0.07919,0.09579,0.00744,0.01188,0.02937,0.00498,0.00297,0.04446,0.05761,0.04185,0.11363,0.21649,0.13,0.1,0.83,0.29,0,7.03,0.59,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.15,1.13,0.03,3.48,0.17,-0.81,0.02,0,0.07,0.72,2.38,0,0,74.6,74,72,74,16.55,70.98,0,75.02,71.59,85,13.87,105.56,0.32
5.85,1.68,0.14,0,0,0,0.56,0.16,0.24,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,0.14,0.88852,0.86853,0.01999,0,0,0,0.29213,0.08314,0.12452,0.00947,0.01188,0.03204,0.00642,0.00291,0.04365,0.09392,0.04534,0.1231,0.01999,0.13,0.13,1.08,0.38,0,7.4,0.74,0,0,0,0,0,0,0,0,0,0,0,0.03,-0.11,1.31,0.03,2.49,0.37,-0.51,0,0,-0.01,0.82,2.98,0,0,74.43,74,72,74,19.08,70.88,0,73.94,71.02,87,14.99,76.71,0
7.28,1.74,1.34,0,0,0,0.57,0.16,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,1.34,1.09935,0.90131,0.19804,0,0,0,0.29578,0.08423,0.16475,0.01082,0.01188,0.03338,0.0114,0.00291,0.04123,0.07326,0.04621,0.12547,0.19804,0.13,0.23,1.15,0.41,0,7.5,0.84,0,0,0,0,0,0,0,0,0,0,0,0.06,-0.12,1.41,0.03,1.64,0.46,-0.24,0,0,-0.01,0.85,3.41,0,0,74.28,74,72,74,16.27,70.58,0,73.94,70.55,85,13.87,47.87,0.32
7.13,1.66,1.48,0,0,0,0.52,0.15,0.39,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.48,1.07717,0.8589,0.21827,0,0,0,0.26757,0.07654,0.20115,0.01149,0.01188,0.03204,0.01455,0.00291,0.04123,0.03757,0.04359,0.11837,0.21827,0.13,0.3,1.15,0.41,0,6.84,0.87,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.12,1.46,0.02,0.28,0.72,0.19,-0.02,0,-0.07,0.86,3.42,0,0,73.99,74,72,74,16.59,70.58,0,73.04,69.46,84,13.87,12.05,0
6.78,1.55,1.48,0,0,0,0.46,0.13,0.41,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.21,1.48,1.0236,0.80549,0.2181,0,0,0,0.24031,0.06847,0.21073,0.01183,0.01188,0.03138,0.01179,0.00291,0.04203,0.02192,0.04098,0.11127,0.2181,0.13,0.24,1.15,0.41,0,6.12,0.84,0,0,0,0,0,0,0,0,0,0,0,0.11,-0.19,1.22,0,-0.22,0.8,0.38,-0.02,0,-0.07,0.76,3.35,0,0,73.76,74,72,74,19.42,70.68,0,73.04,69.46,84,14.99,0,0
6.06,1.34,1.48,0,0,0,0.41,0.12,0.29,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.48,0.91333,0.69553,0.21781,0,0,0,0.2134,0.06057,0.15134,0.01099,0.01188,0.03071,0.00878,0.00279,0.04365,0.01565,0.03923,0.10653,0.21781,0.12,0.18,1.13,0.4,0,5.42,0.8,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.27,0.86,0,-0.2,0.87,0.49,-0.02,0,-0.07,0.67,2.96,0,0,73.53,74,72,74,19.39,70.88,0,73.04,69.46,84,14.99,0,0
5.06,1.05,1.47,0,0,0,0.35,0.1,0.15,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.47,0.76144,0.54512,0.21632,0,0,0,0.18318,0.05176,0.07663,0.00947,0.01188,0.02937,0.00577,0.0019,0.03557,0.01002,0.03487,0.09469,0.21632,0.08,0.12,0.8,0.28,0,4.64,0.56,0,0,0,0,0,0,0,0,0,0,0,0.12,-0.31,0.55,-0.01,-0.17,0.97,0.62,-0.01,0,-0.07,0.58,2.35,0,0,73.34,74,72,74,8.98,69.88,0,73.04,69.46,84,10.29,0,0
2.83,0.83,0,0,0,0,0.3,0.09,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.16,0,0.43056,0.43056,0,0,0,0,0.15677,0.04413,0.03448,0.00794,0.01188,0.02737,0.00406,0.00101,0.0194,0.00689,0.03139,0.08522,0,0.04,0.08,0.58,0.2,0,3.95,0.4,0,0,0,0,0,0,0,0,0,0,0,0.11,-0.34,0.29,-0.01,-0.15,1.01,0.65,-0.01,0,-0.07,0.49,1.97,0,0,73.26,74,72,74,14.3,67.88,0,73.04,69.46,84,12.75,0,0
3.92,0.72,1.45,0,0,0,0.27,0.08,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,1.45,0.58859,0.37438,0.21421,0,0,0,0.13875,0.03895,0.02299,0.00676,0.01188,0.0267,0.00197,0.00054,0.00808,0.00438,0.03051,0.08286,0.21421,0.02,0.04,0.3,0.11,0,3.48,0.2,0,0,0,0,0,0,0,0,0,0,0,0.09,-0.35,0.09,-0.01,-0.15,1.01,0.59,-0.02,0,-0.07,0.42,1.87,0,0,73.24,74,72,74,17.21,66.48,0,73.04,70.15,87,13.87,0,0
