My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Heat Pump Backup,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
6.38,1.43,1.52,0.61,0,0.01,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.11,0.06,0.09,0.25,1.52,0.96283,0.7391,0.22373,0.31886,0,0.00264,0,0,0.1005,0.00541,0.01188,0.02113,0.00947,0.00507,0.05497,0.0334,0.04731,0.12845,0.22373,0.22,0.2,2.21,0.78,6.75,0,1.72,0.29,0.02,4.26,0.1,-2.57,1.45,1.15,0.97,1.89,1.42,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.71,72,72,74,37.08,72.29,0,48.38,39.69,45,15.43,44.7,116.66
7.21,1.23,3.01,0.43,0,0,0,0,0.18,0.01,0.02,0.04,0.02,0.01,0.12,0.06,0.09,0.25,3.01,1.08199,0.63829,0.4437,0.22197,0,0.00188,0,0,0.0956,0.00519,0.01188,0.02062,0.00816,0.00495,0.06305,0.02923,0.04731,0.12845,0.4437,0.22,0.17,1.79,0.63,4.94,0,1.42,0.29,-0.05,3.7,0.08,-2.89,1.42,1.13,0.72,1.64,1.11,-2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.68,72,72,74,32.26,73.29,0,51.62,41.76,42,14.54,62.45,107.78
5.1,1.06,1.49,0.25,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.13,0.07,0.09,0.25,1.49,0.76854,0.54865,0.21989,0.12767,0,0.00105,0,0,0.0907,0.00519,0.01188,0.02062,0.00699,0.00442,0.06548,0.0348,0.04841,0.13144,0.21989,0.19,0.14,1.4,0.49,2.85,0,1.13,0.3,-0.05,3.09,0.07,-4.35,1.85,1.5,0.52,1.37,0.82,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.77,72,72,74,27.96,73.59,0,55.04,43.67,38,13.87,54.84,207.63
4.67,0.94,1.48,0.12,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.12,0.08,0.1,0.26,1.48,0.70336,0.48524,0.21812,0.06397,0,0.00052,0,0,0.08825,0.00562,0.01188,0.02165,0.00597,0.00395,0.05982,0.03967,0.04951,0.13443,0.21812,0.17,0.12,1.02,0.36,1.43,0,0.84,0.28,-0.16,2.2,0.05,-3.82,1.77,1.39,0.37,1.19,0.48,-2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.76,72,72,74,22.7,72.89,0,57.02,44.33,34,11.86,56.11,212.39
4.21,0.8,1.48,0.02,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.1,0.06,0.1,0.26,1.48,0.63275,0.41528,0.21747,0.00926,0,7.00E-05,0,0,0.0858,0.00627,0.01188,0.02165,0.0067,0.00354,0.05416,0.03201,0.04951,0.13443,0.21747,0.16,0.14,0.87,0.31,0.21,0,0.74,0.26,-0.22,1.61,0.04,-4.47,2.09,1.64,0.26,1.02,0.24,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.94,72,72,74,18.26,72.19,0,59,45.12,31,10.07,43.43,232.36
2.66,0.78,0,0,0,0,0,0,0.17,0.01,0.02,0.04,0.01,0.01,0.09,0.08,0.09,0.25,0,0.40466,0.40466,0,0,0,0,0,0,0.0907,0.00671,0.01188,0.02165,0.00524,0.00289,0.04608,0.03967,0.04841,0.13144,0,0.13,0.11,0.78,0.27,0,0,0.65,0.25,-0.29,1.02,0.03,-5.33,2.32,1.91,0.18,0.85,0.04,-2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.08,72.78,72,74,14.03,71.18,0,60.98,45.59,27,8.05,32.97,227.92
4.22,0.81,1.47,0,0,0,0,0,0.19,0.01,0.02,0.04,0.01,0.01,0.1,0.06,0.1,0.27,1.47,0.63452,0.41764,0.21688,0,0,0,0,0,0.1005,0.00757,0.01188,0.02113,0.00553,0.00306,0.04931,0.03062,0.05061,0.13742,0.21688,0.13,0.11,0.74,0.26,0,0,0.64,0.23,-0.29,0.5,0.03,-4.93,2.57,2.22,0.26,1.15,0,-2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.39,73.32,72,74,15.66,71.58,0,57.92,43.87,29,5.37,26.63,200.03
4.63,0.93,1.48,0,0,0,0,0,0.24,0.02,0.02,0.04,0.01,0.01,0.09,0.12,0.1,0.28,1.48,0.69725,0.47981,0.21744,0,0,0,0,0,0.12256,0.00952,0.01188,0.02268,0.00553,0.00295,0.04446,0.06403,0.05281,0.14339,0.21744,0.13,0.11,0.89,0.32,0,0,0.74,0.17,-0.33,-0.34,0.04,-2.25,2.22,1.65,0.36,1.42,0,-2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.72,73.27,72,74,18.34,70.98,0,55.04,42.41,32,2.68,19.02,112.22
5.29,1.12,1.48,0,0,0,0,0,0.31,0.02,0.02,0.05,0.01,0.01,0.08,0.2,0.11,0.3,1.48,0.79735,0.57869,0.21867,0,0,0,0,0,0.15933,0.01211,0.01188,0.02474,0.00714,0.00289,0.04365,0.10439,0.05721,0.15534,0.21867,0.13,0.15,1.17,0.41,0,0,0.94,0.07,-0.36,-1.11,0.05,1.31,1.44,0.53,0.49,1.66,0,-3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.49,72.85,72,74,21.29,70.88,0,51.98,40.51,34,0,6.02,20.92
5.55,1.19,1.49,0,0,0,0,0,0.41,0.03,0.02,0.05,0.02,0.01,0.08,0.16,0.11,0.31,1.49,0.83658,0.61716,0.21943,0,0,0,0,0,0.21081,0.01384,0.01188,0.02577,0.01267,0.00289,0.04123,0.08142,0.05831,0.15833,0.21943,0.13,0.26,1.26,0.44,0,0,1.05,0.01,-0.23,-0.99,0.07,2.54,1.09,-0.21,0.57,1.78,0,-3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,72.4,72,74,22.99,70.58,0,50,40.1,40,1.57,0,0
5.87,1.28,1.49,0.1,0,0,0,0,0.5,0.03,0.02,0.05,0.03,0.01,0.08,0.08,0.11,0.29,1.49,0.88466,0.66498,0.21969,0.04963,0,0.00021,0,0,0.25739,0.01471,0.01188,0.02474,0.01617,0.00289,0.04123,0.04176,0.05501,0.14937,0.21969,0.13,0.33,1.26,0.44,0.52,0,1.09,-0.02,0,-0.19,0.08,2.66,0.81,-0.78,0.65,1.9,0,-4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.32,72,72,74,24.74,70.58,0,48.02,39.56,46,3.13,0,0
6.21,1.38,1.49,0.23,0,0,0,0,0.52,0.03,0.02,0.05,0.03,0.01,0.08,0.05,0.1,0.27,1.49,0.93707,0.71755,0.21952,0.12129,0,0.00087,0,0,0.26964,0.01514,0.01188,0.02423,0.01311,0.00289,0.04203,0.02436,0.05171,0.1404,0.21952,0.13,0.27,1.26,0.44,2.08,0,1.06,-0.04,0.19,0.75,0.09,2.83,0.5,-1.31,0.77,2.04,0.09,-3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,72,72,74,26.76,70.68,0,46.04,38.89,52,4.7,0,0
6.07,1.34,1.49,0.37,0,0,0,0,0.37,0.03,0.02,0.05,0.02,0.01,0.08,0.03,0.1,0.26,1.49,0.91536,0.69619,0.21917,0.19382,0,0.00155,0,0,0.19365,0.01406,0.01188,0.02371,0.00976,0.00277,0.04365,0.0174,0.04951,0.13443,0.21917,0.12,0.2,1.23,0.43,3.65,0,1,-0.04,0.34,1.63,0.1,2.95,0.23,-1.64,0.9,2.23,0.38,-3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.37,72,72,74,28.63,70.88,0,43.7,37.66,57,3.13,0,0
5.73,1.25,1.48,0.54,0,0,0,0,0.19,0.02,0.02,0.04,0.01,0,0.07,0.02,0.08,0.23,1.48,0.86413,0.64685,0.21729,0.28122,0,0.0024,0,0,0.09805,0.01211,0.01188,0.02268,0.00641,0.00189,0.03557,0.01113,0.04401,0.11949,0.21729,0.08,0.13,0.86,0.3,5.55,0,0.7,-0.03,0.4,2.34,0.11,3.11,0.03,-1.9,1.06,2.39,0.67,-2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.35,72,72,74,31.01,69.88,0,41.36,36.33,62,1.57,0,0
6.15,1.37,1.47,0.85,0,0.01,0,0,0.09,0.02,0.02,0.04,0.01,0,0.04,0.01,0.08,0.21,1.47,0.92771,0.7117,0.21601,0.44058,0,0.00408,0,0,0.04412,0.01017,0.01188,0.02113,0.00452,0.001,0.0194,0.00766,0.03961,0.10754,0.21601,0.04,0.09,0.63,0.22,7.64,0,0.5,0.01,0.41,3.05,0.11,3.27,-0.04,-1.8,1.25,2.52,1,-2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.51,72,72,74,33.79,67.88,0,39.02,34.91,67,0,0,0
4.91,1.44,0,0.99,0,0.01,0,0,0.06,0.02,0.02,0.04,0,0,0.02,0.01,0.07,0.2,0,0.74635,0.74635,0,0.51223,0,0.00481,0,0,0.02942,0.00865,0.01188,0.02062,0.00218,0.00053,0.00808,0.00487,0.03851,0.10456,0,0.02,0.05,0.33,0.12,9.02,0,0.26,0.05,0.4,3.69,0.12,3.31,-0.04,-1.57,1.26,2.46,1.34,-2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.84,72,72,74,34.18,66.48,0,39.02,35.16,69,1.57,0,0
5.15,1.51,0,1.09,0,0.01,0,0,0.05,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.19,0,0.78272,0.78272,0,0.5668,0,0.00538,0,0,0.02451,0.008,0.01188,0.0201,0.00102,0.00041,0.00485,0.00487,0.03631,0.09858,0,0.02,0.02,0.15,0.05,10.06,0,0.12,0.09,0.34,4.21,0.12,3.35,-0.04,-1.35,1.27,2.45,1.54,-1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.03,72,72,74,34.46,66.07,0,39.02,35.42,71,3.13,0,0
7.38,1.74,1.45,1.09,0.25,0.01,0,0,0.05,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.18,1.45,1.11543,0.90193,0.2135,0.56544,0.1293,0.00543,0,0,0.02451,0.008,0.01188,0.01959,0.00073,0.00024,0.00323,0.00278,0.03521,0.09559,0.2135,0.01,0.02,0.09,0.03,10.86,0,0.07,0.13,0.26,4.58,0.12,3.42,-0.03,-1.15,1.29,2.44,1.68,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.26,72,72,74,34.91,65.87,0,39.02,35.67,73,4.7,0,0
6.21,1.82,0,1.09,0.34,0.01,0,0,0.05,0.01,0.02,0.04,0,0,0,0.01,0.07,0.18,0,0.94352,0.94352,0,0.56772,0.17555,0.00543,0,0,0.02451,0.00757,0.01188,0.01907,0.00044,0.00024,0.00162,0.00278,0.03411,0.09261,0,0.01,0.01,0.15,0.05,11.29,0,0.11,0.16,0.19,4.83,0.12,3.36,0.01,-0.96,1.25,2.37,1.8,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.52,72,72,74,34.7,65.67,0,39.74,36.21,72,5.82,0,0
4.9,1.44,0,1.03,0,0.01,0,0,0.05,0.01,0.02,0.04,0,0,0.01,0.01,0.07,0.18,0,0.74462,0.74462,0,0.53508,0,0.00482,0,0,0.02696,0.00757,0.01188,0.01856,0.00044,0.00041,0.00323,0.00487,0.03521,0.09559,0,0.02,0.01,0.42,0.15,11.54,0,0.3,0.19,0.12,4.98,0.12,3.33,0.05,-0.79,1.23,2.34,1.84,-1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.71,72,72,74,34.73,65.87,0,40.28,36.57,71,6.93,0,0
8.08,1.49,2.98,1.04,0,0.01,0,0,0.09,0.02,0.02,0.04,0,0,0.01,0.01,0.07,0.19,2.98,1.21352,0.77397,0.43956,0.53666,0,0.00481,0,0,0.04412,0.00844,0.01188,0.01856,0.00146,0.00065,0.00485,0.00766,0.03631,0.09858,0.43956,0.03,0.03,1.56,0.55,11.65,0,1.09,0.21,0.05,5.06,0.12,3.28,0.1,-0.63,1.2,2.29,1.9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.94,72,72,74,34.77,66.07,0,41,37.09,70,8.05,0,0
8.46,1.57,3.11,0.98,0,0.01,0,0,0.14,0.02,0.02,0.04,0.01,0,0.02,0.03,0.08,0.21,3.11,1.27109,0.81371,0.45738,0.50891,0,0.00449,0,0,0.07354,0.00952,0.01188,0.01959,0.00291,0.0013,0.01293,0.0174,0.04071,0.11053,0.45738,0.06,0.06,3.52,1.24,11.15,0,2.47,0.23,0,5.1,0.12,3.03,0.19,-0.43,1,2.14,1.9,-2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.11,72,72,74,31.39,67.08,0,43.34,38.79,67,6.93,0,0
8.69,1.63,3.11,0.92,0,0.01,0,0,0.18,0.02,0.02,0.04,0.01,0.01,0.05,0.06,0.09,0.24,3.11,1.30546,0.84753,0.45793,0.47472,0,0.00411,0,0,0.09315,0.00887,0.01188,0.02062,0.00452,0.00289,0.02587,0.02923,0.04621,0.12547,0.45793,0.13,0.09,3.49,1.23,10.47,0,2.5,0.25,-0.05,5.07,0.11,2.79,0.28,-0.24,0.81,2,1.82,-2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,72,72,74,28.03,68.68,0,45.68,40.44,64,5.82,0,0
8.19,1.5,3.07,0.72,0,0.01,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.07,0.06,0.09,0.25,3.07,1.23018,0.77728,0.45289,0.37458,0,0.00315,0,0,0.1005,0.00671,0.01188,0.02113,0.00845,0.0043,0.0388,0.03201,0.04731,0.12845,0.45289,0.19,0.17,2.84,1,8.1,0,2.13,0.35,0.16,5.52,0.11,-2.88,1.61,1.26,0.65,1.85,1.72,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.38,72,72,74,24.84,70.28,0,48.02,42.03,61,4.7,13.31,158.18
7.24,1.23,3.04,0.42,0,0,0,0,0.19,0.01,0.02,0.04,0.02,0.01,0.11,0.06,0.09,0.25,3.04,1.0861,0.63852,0.44758,0.2191,0,0.00182,0,0,0.1005,0.00541,0.01188,0.02113,0.00947,0.00507,0.05497,0.0334,0.04731,0.12845,0.44758,0.22,0.2,2.22,0.78,4.95,0,1.72,0.38,0.16,4.92,0.09,-5.41,2.03,1.84,0.41,1.39,1.34,-2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.48,72,72,74,21.52,72.29,0,54.32,45.05,48,9.17,19.97,234.9
